ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,DATES,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_submodels,spatially_interpolated,apples,bananas,beans,bread,bulgur,cabbage,carrots,cassava,cassava_flour,cassava_meal,cheese,chickpeas,cocoyam,cowpeas,cucumbers,dates,eggplants,gari,garlic,groundnuts,lentils,maize,maize_flour,maize_meal,milk,millet,oil,onions,oranges,parsley,pasta,peas,plantains,potatoes,pulses,rice,salt,salt_iodised,sesame,sorghum,spinach,sugar,tea,tomatoes,tomatoes_paste,watermelons,wheat,wheat_flour,yam,yogurt,o_imp_apples,h_imp_apples,l_imp_apples,c_imp_apples,o_imp_bananas,h_imp_bananas,l_imp_bananas,c_imp_bananas,o_imp_beans,h_imp_beans,l_imp_beans,c_imp_beans,o_imp_bread,h_imp_bread,l_imp_bread,c_imp_bread,o_imp_bulgur,h_imp_bulgur,l_imp_bulgur,c_imp_bulgur,o_imp_cabbage,h_imp_cabbage,l_imp_cabbage,c_imp_cabbage,o_imp_carrots,h_imp_carrots,l_imp_carrots,c_imp_carrots,o_imp_cassava,h_imp_cassava,l_imp_cassava,c_imp_cassava,o_imp_cassava_flour,h_imp_cassava_flour,l_imp_cassava_flour,c_imp_cassava_flour,o_imp_cassava_meal,h_imp_cassava_meal,l_imp_cassava_meal,c_imp_cassava_meal,o_imp_cheese,h_imp_cheese,l_imp_cheese,c_imp_cheese,o_imp_chickpeas,h_imp_chickpeas,l_imp_chickpeas,c_imp_chickpeas,o_imp_cocoyam,h_imp_cocoyam,l_imp_cocoyam,c_imp_cocoyam,o_imp_cowpeas,h_imp_cowpeas,l_imp_cowpeas,c_imp_cowpeas,o_imp_cucumbers,h_imp_cucumbers,l_imp_cucumbers,c_imp_cucumbers,o_imp_dates,h_imp_dates,l_imp_dates,c_imp_dates,o_imp_eggplants,h_imp_eggplants,l_imp_eggplants,c_imp_eggplants,o_imp_gari,h_imp_gari,l_imp_gari,c_imp_gari,o_imp_garlic,h_imp_garlic,l_imp_garlic,c_imp_garlic,o_imp_groundnuts,h_imp_groundnuts,l_imp_groundnuts,c_imp_groundnuts,o_imp_lentils,h_imp_lentils,l_imp_lentils,c_imp_lentils,o_imp_maize,h_imp_maize,l_imp_maize,c_imp_maize,o_imp_maize_flour,h_imp_maize_flour,l_imp_maize_flour,c_imp_maize_flour,o_imp_maize_meal,h_imp_maize_meal,l_imp_maize_meal,c_imp_maize_meal,o_imp_milk,h_imp_milk,l_imp_milk,c_imp_milk,o_imp_millet,h_imp_millet,l_imp_millet,c_imp_millet,o_imp_oil,h_imp_oil,l_imp_oil,c_imp_oil,o_imp_onions,h_imp_onions,l_imp_onions,c_imp_onions,o_imp_oranges,h_imp_oranges,l_imp_oranges,c_imp_oranges,o_imp_parsley,h_imp_parsley,l_imp_parsley,c_imp_parsley,o_imp_pasta,h_imp_pasta,l_imp_pasta,c_imp_pasta,o_imp_peas,h_imp_peas,l_imp_peas,c_imp_peas,o_imp_plantains,h_imp_plantains,l_imp_plantains,c_imp_plantains,o_imp_potatoes,h_imp_potatoes,l_imp_potatoes,c_imp_potatoes,o_imp_pulses,h_imp_pulses,l_imp_pulses,c_imp_pulses,o_imp_rice,h_imp_rice,l_imp_rice,c_imp_rice,o_imp_salt,h_imp_salt,l_imp_salt,c_imp_salt,o_imp_salt_iodised,h_imp_salt_iodised,l_imp_salt_iodised,c_imp_salt_iodised,o_imp_sesame,h_imp_sesame,l_imp_sesame,c_imp_sesame,o_imp_sorghum,h_imp_sorghum,l_imp_sorghum,c_imp_sorghum,o_imp_spinach,h_imp_spinach,l_imp_spinach,c_imp_spinach,o_imp_sugar,h_imp_sugar,l_imp_sugar,c_imp_sugar,o_imp_tea,h_imp_tea,l_imp_tea,c_imp_tea,o_imp_tomatoes,h_imp_tomatoes,l_imp_tomatoes,c_imp_tomatoes,o_imp_tomatoes_paste,h_imp_tomatoes_paste,l_imp_tomatoes_paste,c_imp_tomatoes_paste,o_imp_watermelons,h_imp_watermelons,l_imp_watermelons,c_imp_watermelons,o_imp_wheat,h_imp_wheat,l_imp_wheat,c_imp_wheat,o_imp_wheat_flour,h_imp_wheat_flour,l_imp_wheat_flour,c_imp_wheat_flour,o_imp_yam,h_imp_yam,l_imp_yam,c_imp_yam,o_imp_yogurt,h_imp_yogurt,l_imp_yogurt,c_imp_yogurt,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-02-01,2007,2,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.94,27.44,26.44,26.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36,20.73,19.98,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27,13.61,12.93,13.24,,,,,,,,,,,,,0.55,0.55,0.54,0.54
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-03-01,2007,3,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.63,27.17,26.09,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09,20.49,19.7,20.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22,13.6,12.85,13.21,,,,,,,,,,,,,0.54,0.55,0.53,0.54
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-04-01,2007,4,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,26.47,25.4,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.28,21.6,20.96,21.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,13.59,12.81,13.22,,,,,,,,,,,,,0.54,0.55,0.54,0.55
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-05-01,2007,5,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26.55,25.46,27.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.57,22.77,22.37,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,13.65,12.84,13.12,,,,,,,,,,,,,0.56,0.57,0.55,0.58
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-06-01,2007,6,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.11,28.59,27.63,27.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16,25.79,24.53,24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05,13.46,12.65,12.92,,,,,,,,,,,,,0.6,0.61,0.6,0.59
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-07-01,2007,7,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.48,27.91,27.05,27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.13,25.59,24.67,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79,13.19,12.39,12.79,,,,,,,,,,,,,0.6,0.6,0.59,0.6
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-08-01,2007,8,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.44,27.49,27.39,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04,27.45,26.63,25.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.71,13.11,12.3,13.17,,,,,,,,,,,,,0.6,0.61,0.6,0.6
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-09-01,2007,9,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.64,28.76,28.51,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.61,25.6,23.62,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52,13.86,13.18,13.82,,,,,,,,,,,,,0.6,0.61,0.6,0.62
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-10-01,2007,10,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,30.38,30.13,31.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.95,26.74,25.17,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,14.74,14.04,14.5,,,,,,,,,,,,,0.63,0.63,0.63,0.65
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-11-01,2007,11,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.14,33.69,32.58,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,26.9,25.71,26.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.08,15.47,14.68,15.56,,,,,,,,,,,,,0.68,0.69,0.67,0.68
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2007-12-01,2007,12,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.04,35.28,34.79,37.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.57,27.99,27.15,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.48,16.84,16.12,16.82,,,,,,,,,,,,,0.71,0.72,0.71,0.76
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-01-01,2008,1,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.73,39.89,39.57,39.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55,31.41,29.7,31.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92,18.31,17.53,18.55,,,,,,,,,,,,,0.8,0.81,0.79,0.81
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-02-01,2008,2,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.37,41.84,40.9,40.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.17,32.81,31.53,32.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08,20.39,19.76,19.53,,,,,,,,,,,,,0.85,0.85,0.84,0.83
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-03-01,2008,3,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.63,42.1,41.15,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28,33.55,33.01,35.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,20.65,20.02,21.09,,,,,,,,,,,,,0.86,0.87,0.86,0.91
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-04-01,2008,4,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85,46.67,45.02,49.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.57,38.5,36.64,38.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.43,22.59,22.26,23.8,,,,,,,,,,,,,0.95,0.96,0.94,1.01
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-05-01,2008,5,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.49,53.2,51.78,54.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68,40.35,39.02,41.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.97,26.42,25.51,26.39,,,,,,,,,,,,,1.06,1.07,1.05,1.11
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-06-01,2008,6,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.91,58.25,57.57,58.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.11,45.11,43.1,43.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.67,28.87,28.47,30.12,,,,,,,,,,,,,1.17,1.17,1.17,1.2
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-07-01,2008,7,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.47,63.02,61.92,60.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.29,45.82,44.75,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.83,32.97,32.7,30.88,,,,,,,,,,,,,1.27,1.28,1.26,1.21
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-08-01,2008,8,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.32,62.89,61.75,60.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,43.66,40.62,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.42,32.33,30.5,32.22,,,,,,,,,,,,,1.22,1.25,1.19,1.23
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-09-01,2008,9,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.02,61.61,60.42,61.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.04,46.38,43.69,45.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.32,34.04,32.6,33.24,,,,,,,,,,,,,1.25,1.27,1.23,1.27
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-10-01,2008,10,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.87,62.5,61.24,60.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.08,47.01,45.15,45.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.06,34.36,33.76,31.67,,,,,,,,,,,,,1.29,1.31,1.28,1.24
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-11-01,2008,11,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.55,59.91,59.19,58.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.55,46.85,46.24,42.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.45,31.55,29.35,29.25,,,,,,,,,,,,,1.24,1.26,1.21,1.18
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2008-12-01,2008,12,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.67,58.4,56.93,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,43.36,40.04,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.49,28.38,26.59,27.39,,,,,,,,,,,,,1.15,1.18,1.12,1.13
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2009-01-01,2009,1,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.14,58.13,56.16,53.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.57,40.9,38.24,38.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.06,26.6,25.53,25.53,,,,,,,,,,,,,1.1,1.12,1.07,1.07
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2009-02-01,2009,2,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.66,52.77,50.55,51.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.83,38.75,36.91,37.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.21,24.47,23.96,22.86,,,,,,,,,,,,,1.02,1.04,1.01,1.01
AFG,Afghanistan,Baghlan,Dushi,Baghlan,35.80445,68.9142,gid_358044689142,2009-03-01,2009,3,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29,49.79,48.78,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.66,38.05,37.28,36.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02,21.56,20.48,21.46,,,,,,,,,,,,,0.97,0.98,0.96,0.97
